Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,MPN,UPC,Country of Origin,Air Direction,Colour,Location,Height,Depth,Width,EAN,Energy Efficiency Rating,Bundle Description,Cable Length,Size,Gender,Dial Color,Department,Lot,Type 1,Mounting & Moving,Control Type,Suitable Location,Refrigerant,Design,Tube Length,Wattage,Shape,Number of Pieces,Towel Rack Length,Modified Item,Mounting,Item Height,Style,Recommended Environment,Heating Technology,Heater Style,Noise Level,Modification Description,Room Coverage Area,Manufacturer Color,Time Control,ISBN,Application,Temperature,Cover material,Perfermance,Product Name,Power (W),Unit Quantity,Current Rating,Hight,Tonnage,Name,Power Cord Length,Product Power,Product Height (in),Area Heated (Sq Ft),Product Depth (in),Heater Controls,Room Size,Heater Type,Certifications and Listings,Color Family,Portable Heater Safety Features,Cord Length (in),Indoor/Outdoor,Product Width (in),Power/Fuel Type,Portable Heater Features,Wattage (watts),Heat rating (BTU/hour),Amperage (amps),Voltage (volts),Product Weight (lb),Bundle Listing,Package Contents,Voltage:,Power ：,Product color:,Power supply:,Packing:,Product Lot Quantity,Compatible Model,Manufacturer,PackQty,Motor power,Power supply,Plug type,Shape material,Color box size,Product gross weight,Remarks,Origin,Room,Heating Wattage,Heating Element:,Use:,Certification,Rated voltage:,Switch type:,Rated power,plug,Types of heating appliances:,Electric Heater Type:,How to heat it:,Installation:,Protection Properties,GTIN,Max. Power (kW),Voltage Supply,Power Type,Protection,Manufacturer Part Number,ProductType,Item Weight,Heating Method,Item Dimensions LxWxH,Stock #,Control Way,Driving Mode,Temperature of Air Outlet,Tube Material,Warranty,Maximum power,Installation,Use,Model Number,Heating Element,Function,Electric Heater Type,Area Heated,Number of Speed Settings,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word,Key Word 2,Key Word 3,Key Word 4,Length,Height (In.),Width (In.),Phase,Watts,Non-Domestic Product,Ship Fullfillment,Returns,Costumer Care,Up to 32 Degrees,Heater Voltage,Portable,Easy To Carry,Easy To Clean,Secured Payment,Limited Discounted Stock,Highest Quality,Made For,40$OFF SALE,Prop65_fl,Prop65Warning,Application:,Electric Heater,Heater Plug Type:,Heater Type:,Item Type,Item model number,Is Discontinued By Manufacturer,Package Dimensions,Heat Output,ItemWidth,ItemLength,ItemHeight,Model No.,Item Weight Major,Item name,wall heater,Control,Christmas gift,Batteries Required,Product Dimensions,item_width,item_length,Number Of Speed Settings,Voltage (v),Sku,Plug Type,Temperature Range,Timing Time,Wind Speed,Package,Quality,Positive,Ships From,Made in,payment,Heating BTU
Marley Qmark CWHSM Surface Mounting Frame For CWH1000 Series Wall Heaters,40.0, , ,,,,,,,,,,,,,,,,,,,,,Wall,,,,,,QMark,,,,,,,,,685360139470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safa Food Warmer Heating Element Pad 10 pcs-Self Heating 'Pad' Ready For Camping,35.00,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Warmer,Non flame,Malaysia,No,,4,,Organic,,Non,"Self Heating, Natural warmer",Bag,,"Non Flamable, Water Vapor",,White,2019,,,"Desk/Tabletop, Floor",5.5,Non,50 sq ft or Less,,833BTU,SAFA,None,,Self Heating,,Boiler,,Not Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Next Day Ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taotronics Space Heater 009 PTC 1500W Fast Heating Tower Fan Heater, White",, , ,,,,China,,,,,,,,Electric,Tower Heater,Timer,,,White,,,,,,Variable,,1501-2000 W,,taotronics,,Remote Control,,,Forced Air/Fan,,120 V,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Heater Fast Heating Space Auto Warmer 220V Electric Warm Plug-In Winter,38.99,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Strip,2022 Electric Portable Heater,,,6 INCH (18.5CM),6 INCH (18.5CM),,"Iron, Quartz Tube",A+++,None,Electric,Portable Heater,"Fast Heater, Large Spaces, Portable, 360 Rotation, Prevents Overheating",,,Black,,11-20 dB,3 or Less,"Desk/Tabletop, Floor",6 INCH (18.5CM),1,151-200 SQ FT,220W,90000-99999 BTU,Unbranded,,Plug-In,Iron,A+++ - G,Plug-In Tuber Heater,95-100%,220 V,Does Not Apply,,,360 Rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 Days,24/7 Around The Clock,Prevent Overheating,240V/50Hz,Yes,Yes,Yes,Guaranteed,Available,Guaranteed,Room Heating,ON FIRST 3 ORDERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brentwood Appl. H-C350W 350W Plug-In Wall Outlet Personal Space Heater,39.36,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,Portable Heater,Timer,,,White,,,,Wall,,,,301-400 W,,Brentwood,,,,,,,,,812330020197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VieAir 1500W Portable 2Settings Office BlackCeramic Heater Adjustable Thermostat,39.99, , ,,,VA-603A,,,,,,Ceramic,,,Electric,Portable Heater,Auto Shut-off,,,black,,,,Desk/Tabletop,,2,101-150 sq ft,1500 W,,VIE AIR,,,,,Forced Air/Fan,,,VA-603A,602573433669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO SHS80300 Strip Heater,3 In. L,Silicone Rubber",37.44, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Strip,SHS80300,,,,,,,,,,Flexible Strip Heaters,,,,,,,,,,1,,,,Tempco,,,,,,,120 V,SHS80300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable 1000w /1500w Ceramic Tower  Space Heater With Remote 24 Hr Auto Off...,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,9 in.,,Ceramic,,,Electric,Tower Heater,,,24 hours,white,,,,"Baseboard, Desk/Tabletop, Floor",27 in.,,,,,skonyon,,Remote Control,,,Forced Air/Fan,,,,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone CZ798BK Milkhouse Utility Heater with Steel Body,38.0, ,"[""While the product appears to be well-made, the utterly anemic airflow from the under-powered 2-blade fan means that only things within about 2 3' are going to actually get warm anytime soon after turning this thing on, even at the highest setting.  As a fan, it is a complete joke. The much smaller heater that died and that this one replaced put out at least twice as much useful heat, moved a lot more air, and would project it a solid 6' or more!  This heater is nice-looking, sort-of, if you like louvers, but is functionally inferior relative to it's size and stated wattage.  Thankfully, the bathroom I bought it for is very small and it is almost enough to do the job of warming the room during a shower, even if it isn't up to the task of warming up any significantly-sized space or room, such as a bedroom, unless left to run for an hour or more. I will not be buying another one like this."", ""What can you expect from any heater?Heat and easy to use, PLUS GOOD PRICE.With that said, WHY would you buy a plasticCase heater. It it gets too hot? IT MELTS.So they really control output. With a metal case heater. They control QAULITY. Much much better heat output, made to last more than 1 year. This will be my 7 th metal heater in 20 years. The company that made them. Replaced 4 of them FREE AND SHIPPING.when you find something that's last,price,material made. You would to stick with it. RIGHT?.  With that said !!! I WILL NEVER BY A PLASTIC HEATER. !!!!!"", 'What a great little unit for a great little price. Love the ability to switch to low wattage. Easy on the generator heated the room quickly great quality', 'Control knobs are difficult to manipulate. Very tight so not recommended for anyone with arthritis. Other than that, this is a well designed and effective item. Would be much better if the knobs had some kind of wings or tabs on them.', ""I like this type of heater. They heat the house well. It's not cold enough yet to turn the pellet stove on so I use these and they keep the house at a comfortable temperature."", ""I use it as supplemental heat in an RV with thin walls. It does pretty well. It's not the most well built heater I've ever had and I had to tighten all the screws to keep it from being noisy (frequency of the fan made it vibrate a bit), but it heats well enough and the fan is pretty powerful.  It is louder than most though, but acceptable."", 'This heater works great.  Very quiet.  Very happy.  Highly recommend.', 'very good room heater, thermostat control for room comfort. it will actually keep 2 rooms warm, looks good operates easy keeps me warm.', 'i like that you can adjust between 1300 and 1500 watts and also has a adjustable thermostat. The fan is not very strong and wish it blew a little harder', 'Pro: Sturdy and puts out the heat. Con: Hard to dial in to one temp range. One morning I was cold and it stopped coming on. The thermostat dial is nearest the floor! You have to pick it up, press the button with your knee and adjust it. I hate shipping stuff back.']",,Coil,CZ798BK,China,No,"7.25""","10.5""",DOES NOT APPLY,Chrome,A+++,DOES NOT APPLY,Electric,Portable Heater,Auto Shut-off,DOES NOT APPLY,NO,"Gray, Black",2020,Standard,3 or Less,Floor,10.500,1,NA,1500W,5120BTU,comfort zone,None,Switch,Copper,A - G,Forced Air/Fan,DOES NOT APPLY,120 V,"125038, CZ798BK",0075877125385,,1-Way,,,,,,0075877125385,,,6',,,,,,,,,,DOES NOT APPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5A,,DOES NOT APPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 5307 Portable Electric 1500W Room Oscillating Ceramic Tower Space Heater,37.25,30-day returns,"['I live in Oakland, California in the USA. The usual temperature here during winter nights goes between 35 to 40 something degrees Fahrenheit. I use it to warm up a small room (10 feet x 10 feet x 8 feet, without insulation). I usually turn it on with maximum temperature and speed for around 20 minutes. The room would be heat up to reasonably warm. Usually, I could turn the heater off for about half an hour before I need to turn it on again.', 'Great small room space heater.  Simple controls.  Quiet but not so quiet you forget and leave it on.  Only wish I knew heating watts on the low heat setting.  Have not put the thermostat into use yet...maybe try to use it/get the heater cycling at some warm bathroom temperature in the winter.', ""This unit is closely-related to the one (same brand &amp; features) I've been using these past 5+ years.  A reliable workhorse, with a bonus: It turns into a no-heat fan in the summer!!  Fits compactly under my desk."", 'This little heater has amazing power. It is small . I use it on a medium setting and it heats a very large area. No need to turn it all the way up. I’m very happy with this heater.', ""I've had many space heaters over the years, but this one is a gem: a high-quality product that works well and quickly. It's the quietest heater I've ever had. The oscillating heating tower guarantees the whole room gets warm. The tower design is sleek, and the whole unit takes up little space. This machine has heft and seems well made. Though it's about 3-times taller than it is wide, most of the weight is in the base, which makes it feel solid and not prone to tipping over easily. I'm so in love with this baby that I'm buying a second -- FOR MY 3-ROOM APARTMENT!! lolI wholeheartedly recommend this product."", ""Received this tower fan and it's very sturdy, has several settings: air, low heat and higher heat. Large enough to heat a medium sized room; only complaint is it smells a bit antiseptic."", 'I have not actually used my LASKO 5370 Ceramic/ Oscillating Heater yet. I purchased the LASKO Name. Have always had longevity with their products. I highly recommend.', ""Very appropriate for heating a small space - generates desired heat; good price and good design...would have been rated a '5 star' if it has an auto shut off when desired room temp is reached."", 'This product works well, is easy to move around to different locations, and keeps me cozy when I am chilled.  I would recommend it to others!  ', ""Almost bought the more expensive model because it came with a remote. Imagine my surprise when I opened the box and found one in here! Remote doesn't come with batteries though, so have AAAs handy.<br&gt;It's relatively quiet, heats up the room quickly, and the thermostat works pretty well. It was so good that I ordered a second one for the living room area. Looks exactly as pictured.</br<span>""]",,N/A,Lasko 5307,,,N/A,"5.95""",,"Ceramic,Plastic, Ceramic, Plastic, Plastic Housing",A+++,N/A,"Fan, Electric","Electric Portable Heater, Tower Heater, Air Heater","Handle, Timer, Indoor, Cool-Touch Exterior, Portable, Carrying Handle,Cool-Touch Exterior,Oscillating,Thermostat, Carrying Handle,Cool-Touch Exterior,Oscillating, Carrying Handle, Oscillating, Tip-Over Safety Switch,Oscillation,Thermostat,Timer,Handle,Nonslip BASE, Tip-Over Safety Switch, Tip-Over Safety Switch,Oscillation,Thermostat,Handle,Timer,Nonslip BASE, Thermostat,Carrying Handle,Cool-Touch Exterior,Oscillating, Oscillation, Cool-Touch Exterior,Oscillating,Thermostat, Heater, Carrying Handle,Cool-Touch Exterior,Thermostat,Oscillating, Oscillating Thermostat Handle Overheat Protection Cool Touch Housing",Ceramic,15 Minutes,"Gray, Gray,Black, Black",2019,Low,N/A,"Portable, Wall",N/A,3,250 to 499 sq ft,1500,5000-5999 BTU,Lasko,,"Dial, Dial,Digital,Switch,Touch, Touch,Digital,Dial, Switch, Digital, Touch",N/A,A+++ - G,Convection,N/A,120 V,5307,0046013766052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 1500-Watt Digital Ceramic Tower Heater with Remote Control,40.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,Ceramic,,,,Tower,,,,,,,,,,,,,,Hunter,,"Digital, Remote Control",,,,,,DOES NOT APPLY,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Lot of 3 + 1  Gas Heater Radiant Ceramic Insert Fire Bricks - Dearborn,40.0, , ,,,Warmack,,,,,,Ceramic,,,Gas,Gas Heater,,,,,,,,"Floor, Wall",,,,,,Dearborn,,,,,Radiant,,Not Electric,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F273071 Low Pressure Portable Propane Hose & Regulator Assembly 5 ft.,36.63,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Mr. Heater,,,,7.10,,Brass and Plastic,,,,Hose Assembly And Regulator,,,,Black,,,,,3.00000,,,,,Mr. Heater,,,,,,,,,089301730717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F273071,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,California residents see Prop 65 WARNINGS: This pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vtg Markel Portable Heater 196 Fan-Glo Heetaire 1650W 120V Tested!,39.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,198 TN,,No,,,,,,,"Electric, Fan",Portable Heater,Portable,,,,,,,,,,,,,Markel,,,,,,,120 V,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holmes 1Touch Electric Oscillating Heater Model HCH4350 120v 60hz 1500Watt,39.99,All net proceeds go to charity, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTABLE INFRARED ADJUSTABLE SPACE HEATER #SQ-9720 1500W LOW COST 12x13x14 NEW,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,SQ-9720,,,,,,,,,Electric,Portable Heater,,,,,,,,"Desk/Tabletop, Floor",,,,,,INFRARED HEATER,,,,,Infrared,,120 V,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage General Electric Portable Space Heater Fan Forced Radiant 1500 Watts ,39.99,30-day returns, ,,,,,,,,,Aluminum,,,"Electric, Fan",Portable Heater,,,,Tan,,,,"Desk/Tabletop, Floor",,5 or More,,,,General Electric,,Dial,,,Radiant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F271715 Solid Brass Propane Y Male Adapter with Handwheel,39.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,6.2,,Brass,,,,Propane Y Male Adapter,,,,Gold,,,,,8.2,,,,,Mr. Heater,,,,,,,,,089301717152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F271715,New,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handy Heater 400W Portable awesome. Fr ship Bin USA,35.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,Handy Heater HEAT-MC4,,,,,,,,,Electric,Portable Heater,Timer,,,Black,,,,Anywhere ac,,Variable,,301-400 W,400w ac,Handy Heater,,,,,Ceramic,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retro Portable Electric Fireplace Fan Electric Heater - 1500W - Dark Walnut,37.85, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,14.71 Inches,6.87 Inches,,,,,Electric,Portable Heater,,,,,,,,,11.91 Inches,2,,1001-1500 W,,Better Homes & Gardens,,,,,,,,,6971358490123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022 Portable Electric Air Heater Plug in Wall Heater Room Heating With Remote,38.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Portable Heater Wall Plug-in Heater,China,No,,500g,,plastic,,,Electric,Portable Heater,,,,,2022,,,Wall,20cm,3,<20㎡,<800W,,yourhil,,"Remote Control, Switch",,,Heater air,,220V,does not apply,,,3-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AC110-240V, 50Hz/60HZ",,,,,,,,,,,,,,,,,,"RoHS, CE",,,,,,,,,,,,,,,,,,,,,,,,,,,,"BATHROOM, living room, garden, bed room etc",,PTC,,,<20㎡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<10㎡,Wall Electric Heater,"US ,eu,uk PLUG",Wall Heater,Mini Electric Heater Portable Room Warmer Heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andily Compact Portable Ceramic Space Heater with Adjustable Comfort Control The,37.27, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Corded Electric,Does not apply,,,,Black,,,,,,,,,,Does not apply,,,,,,,,,7445047045042,,,,,,,,07445047045042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05 pounds,"Forced Air, Convection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FH104T,No,10.71 x 7.68 x 6.14 inches,1500 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC 12V 150W Car Heater Cooler Dryer Demister Defroster 2 in 1 Hot Warm Fan Van,38.15,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,Portable Heater,,,,,,,,,,,,101-200 W,,Unbranded,,,,,,,12 V,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
