Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,Color,Country/Region of Manufacture,Custom Bundle,UPC,Air outlet temperature,Control method,Driving mode,Lamp tube material,Item model number,Manufacturer,Warranty Description,Item Diameter,Assembly Required,Is Discontinued By Manufacturer,Product Dimensions,Material Care Instructions,Country of Origin,Batteries Required?,Item Weight,Department,Heating Method,Item Dimensions LxWxH,Import Designation,Number of Pieces,Specification met,Included Components,ISBN,Year Manufactured,Smart Home Protocol,Current Rating,Smart Home Compatibility,Energy Star,Refrigerant,Timer Control,Tonnage,Air Direction,Manufacturer Warranty,Cable Length,Contents of the package,Manufacturer Part Number,Plug(Option),Gear,Product Size(L * H),Binding,Returns,Shipping Weight,SHIPPING,RETURN,ITEM LOCATION,International buyers,Heating Wattage,Height,Width,Net weight,Overall dimension,Power cord length,Frequency,Package includes,Power (W),Modified Item,Depth,Finish,Size,Model No.,Style,Heater Controls,Wattage (watts),Product Weight (lb),Room Size,Heater Type,Certifications and Listings,Color Family,Product Width (in),Amperage (amps),Indoor/Outdoor,Cord Length (in),Power/Fuel Type,Heating Product Type,Area Heated (Sq Ft),Portable Heater Features,Product Height (in),Product Depth (in),Heat Output (BTU/hour),Heating Technology Type,Voltage (volts),Heating Technology,Manufacturer Color,SKU,Vent Hose Exhaust Configuration,ProductType,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Sport,Product Weight (lb.),Product Depth (in.),Product Length (in.),Area Heated (Sq. Ft.),Heat rating (BTU/hour),Pack Size,Number of Elements,Bulb Type,Mount Location,Product Width (in.),Product Height (in.),Portable Heater Safety Features,Label,PackageQuantity,ProductGroup,ProductTypeName,Publisher,Studio,frequency,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Note,PackQty,Heat Output,Power Type,Recommended Location,Hight,Weight,Product Name,Thickness,package_length,item_length,item_width,Package Dimensions,Specific Uses For Product,Batteries Required,Batteries,Is Assembly Required?,Form Factor,Heating Element,Maximum Heat Power,Oscillation,Product Model,Timer,Power Options,Room Coverage Area,ItemHeight,ItemLength,ItemWidth,Weight (Approximate),Product,room_size,indoor_outdoor,product_depth_in,number_of_heat_settings,portable_heater_features,heater_type,voltage_volts,certifications_and_listings,heater_controls,wattage_watts,color_family,power_fuel_type,amperage_amps,portable_heater_safety_features,product_height_in,cord_length_in,product_width_in,area_heated_sq_ft,product_weight_lb,Gift,Energy Rating,Maximum Room Size (sq ft),Duct Compatible Sizes,Room,Housing Width (in),Vent Style,Included,Grill Shape,Mounting,Ventilation System,Number of Bulbs Required,Color/Finish,Product Length (in),Air Volume (CFM),Installation Type,Housing Material,Light Bulb Base Code,Mount Type,Location,Length,Battery Included,ItemPackageQuantity,Bundle Description,Number of Batteries,Battery Size,Motor Type,Battery Capacity,Battery Life,TAX,Handling Time:,Questions,NumberOfItems,Restricted States,Item,Overall Length,Application,Overall Length (In.),Includes,Construction,Phase,Mounting Type,Watts,Screw Size,Voltage Type,Mounting Dimension,Terminals,Sheath Material,Wattage,Assembled Depth (in),Patio Heater Type,Assembled Height (in),Total BTU,Cord Length (ft),Heating Area (sq ft),Outdoor Living Product Type,Fuel Type,Assembled Width (in),Connectivity,Dosage,Format,Compatible Brand,Compatible Model,Author,Book Tittle,Language,GTIN,BTU,Model Number,Cord Length,BTU Output,Cooling Method
"Mr. Heater MH9BX 9000 BTU Propane Portable Buddy Heater, MH9BX (RED)",90.97,7 watchers,"[""I bought this heater for my small garage workshop. My electric heater kept tripping the breaker while using other equipment. I was afraid of other gas heaters due to their carbon monoxide emissions. This was one of the few gas heaters rated for indoor use. It also has an oxygen depletion detector and tip over cut off feature which I thought was very important.This heater silently keeps my shop warm in even the coldest temperatures and can also be attached to a 20 pound propane tank with an accessory hose ~ which I also purchased. I've run this heater for up to 6 hours uninterrupted with no noticeable fumes and since all the heat is focused out the front, it can be set close to a wall with no worries.I know I'm going to get a lot of use out of this heater. It was a very reasonable price and filled my needs perfectly. Highly recomend the Mr. Heater Buddy for heating small spaces."", 'Here in Monterey County the weather can be colder in the evenings. At my home we cut of the central heating back in ‘88 so we all dress up like eskimos to keep warm. Don’t get me wrong. We do use electric heaters in certain areas but after purchasing this Portable Propane heater, it was Heaven sent. I recommend this product with all my heart. It is compact. It is durable. It is easy to refuel. It is warm to hot. And now, as we speak, the 5 ft extension hose just arrived. When connected from my Gas Buddy to a 20 lb propane tank, I should get at least 24 hrs of constant heat. Thank you for your time. ', 'The last power outage we only had kerosene heaters.  They are big, bulky, heavy, require pouring fuel and the fumes left us wheezing and coughing.  Therefore, we found these Mr. Heater, bought two and what a difference.  Small enough to be moved from room to room and so much safer.  You will love Mr Heater.', ""Small and practical for portable heat when equipped with a disposable bottle, it's even great for a more permanent heat source - just pair this heater up with a hose and a large refillable propane bottle.  It even has a pilot light for easy on and off use.  Two heat settings, 4000 and 9000 BTUs.  The back of the heater stays cool to the touch, so it can be used backed against a wall.  Six stars for this heater."", 'Really nice heater. Relatively easy to operate and has safety features. Heater will not run all night, though with the small propane cylinders. ', ""Love this portable propane heater. Can't wait to take it camping. In the meantime, we use it around the house to warm up and enjoy the heat it produces. If the power goes out, we will stay warm with this heater!"", ""This is a very good product.  What is different about Mr. Heater compared to other small heaters is that it uses 1 lb. propane tanks, thus it does not have to be plugged in or placed near an electrical outlet.  It is easy to use and have a anti tip safety feature that will cut the unit off if the unit is tipped.  Keep on hand a few 1 lb. propane cylinders, and you're good to go.  Very good heater for small spaces and can be used indoors."", 'Great propane heater with 2 settings. I also bought a 12ft hose to connect to a 5 Gallon propane tank. The low setting was enough to warm my 29ft motor home. Perfect.', 'Purchased the additional Mr. Heater 10\' hose (item F273704) that you don\'t have to use a filter and connected it to a 20 lb. bottle of propane.   Easy to light and ran all night on low to keep my greenhouse warm.  I used a 1.5"" PVC water pipe and ran the pipe under the foundation of my greenhouse and then ran the hose through it outside where the tank was located.  For safety reasons, you aren\'t supposed to have the 20 lb. tank inside near the heater.  I cut up an old wash cloth and stuck it inside the pvc pipe to keep bugs and cold air from entering into my greenhouse. So easy to do.  ', 'Product operates exactly as advertised, which nowadays is not always the case. It functions easily and simply. Really like the option to go to larger capacity tank for longer use periods or not having to change out bottles constantly.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Battery,Heater,Heat Pump,Floor,,,3,Rotary Knob,MH9BX,,,,,,Copper,,,4000-9000 BTU,,9in.,"F232000, MH9BX",,14.25in.,14.25 in,20 gal,,,,,,,Black,,,0089301320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeSmart LifePro 1500 Watt 1500 BTU Infrared Quartz Indoor Tower Space Heater ,90.0, ,"[""We purchased this item to heat a large room that's partially underground and is always chilly no matter the season. Other portable heaters seemed to mostly heat the area directly around the unit. The Life Smart Infrared unit evenly heated the entire room quickly and kept the room at an even temperature. The unit does come in a nice quality wood cabinet that stays cool to the touch.The description for this item states that it comes with coasters but it does not. This really wasn't an issue with us but if you need a unit that possibly rolls to different areas, this unit will not. Otherwise we are very pleased with this unit and would recommend it to others."", 'Heater is far from quiet compared to other infrared heaters I have ...also the fan seems to run constantly and has an annoying sound to it .....the exterior is cheap motel quality ...kinda stuck with it because too expensive to pay return shipping .', 'I purchased this infrared heater for my 90 year old mom, she loves it, keeps her toasty warm, we also have another one (same kind) that kept our total upstairs warm all winter. Plenty of heat, hold up nicely, I highly recommend this brand heater.', 'i already had one for 5 yrs now and since i live in a 2 story i need one for downstairs and one for up. it keeps the furnace from having to work so hard and does save on elec.', 'This heater is great and the quality is also great. Goes with our furniture. It does heat up our living space real well. The price was great also, well worth the money I spent. Higley recommend this heater.', 'I needed a heater for my bathroom, since we high ceilings and tile floors. This heater was a perfect fit. The wife loves it. I would highly recommend this company and this heater.', 'This heater works great!  It is very inexpensive to use and heats very well.  Love it!', 'As advertised A1A1A1', 'It was a bit chipped and it kind of rattled when I received it.. It works great though.. ', ""Very nice! Actually heat's the area needed better than expected.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Life Smart Labs,Electric,Tower Heater,Infrared,Cabinet,,Wood,3,Touch,LS-PCHT1029,120 V,3 heat settings,,,,,,,5000-5999 BTU,,10.1 in,LS-PCHT1029,,,11.6 in,,,,,,,,Black,Unknown,,0817223014895,,,,,,,,,,,,,,,,,,,,,,,,2016,Infrared,,,,,,,,,6 feet,,,,,,,,,,,,,1500 Watts,20.9 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater MH-F215100 3800 BTU Portable Little Buddy Propane Emergency Heat,91.99,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,"Electric, Gas, Propane",Portable Heater,Radiant,"Baseboard, Floor, Desk/Tabletop, Cabinet",,"Ceramic, Steel",1,"Rotary Knob, Switch, Push Button, Analog/Mechanical",MH4B,,"Auto Shut-off, Timer",,,Coil,Steel,100%,Standard,3000-3999 BTU,100 sq ft or Less,7.5in.,"F215100, MH4B, F215161",,7.5in.,9in.,1 gal or Less (5 L),,,,,,,Red,,,0089301151000,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,15 Minutes,,,,Cordless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Pack Allied Precision 742G Bucket Water Heater,94.85, ,"['It does heat a bucket pretty good. Not in minutes, but in the course of several minutes. Wont heat up the bathtub hardly. Uses a lot of power. The product should put better labeling on it... Or at least in a manual. My brother burnt himself picking it up. Also, it fails to show how to properly immerse it. Is it supposed to stand up or can it float on its side? Is there a water level limit? Can the handle be submerged. The plastic part is the handle, right?', 'I wanted a bucket heater that keeps the water from freezing over in a livestock bucket.  The instructions that came with it said to not submerge this heater into a bucket or receptacle that cannot handle ""boiling water"".  It said the heater will maintain that temperature and the auto turn off valve will prevent the temperature from dropping too low to freeze.  So, I plugged it into a 5 gallon bucket of water and it heated up way too hot for any animal to want to drink it.  I then put it in a 25 gallon bucket and the same thing happened, although not boiling, was still too hot for any pasture animal to drink.  The box showed a horse on it and I can tell  you right now, none of my horses drink hot coffee, tea, OR plain water.  I have no idea what purpose this heater has and when I called to report it there was no one there at the time to help me and I was promised  call back to discuss the findings.  No call ever came.  I would like to return it but refuse to pay return shipping on such a ridiculous product.  I will shop elsewhere.SJH', 'This works well for small bodies of water.  It was in a 25 gallon water tank for 24 hours and was just warm.  The ambient temperature was 55 degrees.  I was thinking it would be at a boil way before that, after reading the description.  I guess it is only 1000 watts.  It will work well to maintain the temperature, it just takes a while to get there.', 'Heats 5 gallon bucket of water to low oil in under 30 minutes. Well made product. I would purchase again.', ""For the price this is a great product. I recommend hooking it up to a INK BIRD ITC-308 I believe it's called. It makes a great combo for reptiles or fish Very large fish tanks. "", 'So far i bought 2 of these.for the time that i had these, i really like them.only had a fee months but work great in 3 gallon buckets! 30 minutes  and water is hot.', 'I just put a little fountain water pump laying sideways in the pot I have it in, to circulate the water. It works perfectly.', 'Works perfect when I need hot  water at my shop. ', 'This unit really heats up the water. I added a water heater thermostat on the side of the bucket to keep the temps in the range I wanted. 120 deg F to 130 deg F. Works very well.', 'just the right size for a small bucket of water, gets hot quick']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Allied Precision,Electric,,Heat Pump,,,Steel,1,Digital,742G,N/A,,,,,,,,,,1.000,742G,,,1.000,,,,,,,0022102074215,"Silver, Gray",,,0022102074215,,,,,,MILLER MFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 m²,,742G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water
  AVh2 Original 100% MADE IN THE USA with knob not the cheap CHINA avh2 PLUS,95.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Vornado,Electric,Portable Heater,Forced Air/Fan,Floor,,,,,Vornado AVH2,,,,,,,100%,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Optimus 17 in. Oscillating Tower Heater w/ Remote, Digital Temperature Readout ",93.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Optimus,Electric,Tower Heater,Forced Air/Fan,"Desk/Tabletop, Floor",,Ceramic,2,Digital,H-7319,120 V,"Auto Shut-off, Oscillation",,750-1500 W,Strip,Steel,85-90%,21-30 dB,Less Than 2000 BTU,251-300 sq ft,7 inch,925109272M,8.1-9,7 inch,17 inch,n/a,A++ - E,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,000 BTU Infrared Portable Propane Heater For Indoor Outdoor Use Patio Camping",92.99,Last item available,"['easy to hook up and use. puts out great heat even on low. used for camping but would be great for home/office emergency as well. hook this up tp 20lb tank', 'light easy lite great extra for fish house.', 'Heater works well. Lights well.seems to be rather efficient while in use.', 'Economical heat for your shop..Really puts out the heat.', 'Works good. Excellent heater.', 'good value ', 'works good', 'Works great. Great price and fast delivery.', ""it does what it's supposed to do heats well""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Thermablaster,Propane,Portable Heater,Infrared,"Floor, Desk/Tabletop",,"Ceramic, Steel",1,Rotary Knob,,,"Adjustable,Infrared",,,,Steel,100%,Standard,15000-15999 BTU,,,RE5000FS,4.1-5,,,,,,,,,,Black,,,7445002015059,,,,,,,,,No,,,,,,,,,,,,,,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.60,,,,Black and Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powder coat black finish,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15 in,Tabletop Patio Heaters,12.87 in,15000,,10,Patio Heater,Propane,12.99 in,,,,,,,,,,,,,,
"Tradesman 1,500-W Electric Infrared Quartz Space Heater/Tripod *PICK UP ONLY*",95.0, , ,,Heat Storm,Electric,Portable Heater,Infrared,"Floor, Wall",,Aluminum,1,Switch,Heat Storm HS-1500-TT,110 V,,,1001-1500 W,Coil,Steel,,None,5000-5999 BTU,251-300 sq ft,8 in,HS-1500-TT,,,24 in,,,,,,,Does not apply,Silver,,,0854271005277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Way,1 Year Limited Warranty,13 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 751320 Ceramic Tower Heater With Remote Control,91.04, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,Tower Heater,,,,Ceramic,,Remote Control,Lasko 751320,,,,,,,,,,,,,,,,,,,,,,,,,,089301768000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atomi Smart Smart WiFi Ceramic Tower Heater,94.99, , ,,Atomi Smart,Electric,Tower Heater,,Floor,,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW Balcony Courtyard Ceiling Mounted Style 1500W Outdoor Electric Patio Heater,91.24,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LKEA,,Patio Heater,,,,steel,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Vortex AVH30 Heater Automatic Climate Control 2 Heat Settings Safety,90.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Vornado,Electric,Portable Heater,Forced Air/Fan,Floor,,,2,,Vornado AVH30,,,,1500 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F242010 MH4GC Golf Cart HeaterSilver and Black,92.95,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,Black,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Overheat & Tip-Over Protection, Portable Safety Features for Home Office (Black)",92.31, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Kismile,Electric,Portable Heater,Forced Air/Fan,Floor,,,,Analog/Mechanical,AEG WKL 1003 S,120 V,,,,,,,Standard,,,14 in,Does not apply,3 or Less,,,,A+++ - D,,,,,,Black,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
