Title,Price,Sold,Reviews,Condition,Item Width,Energy Efficiency Rating,Tank Capacity,Energy Efficiency Ratio (EER),Item Length,EC Range,Annual Fuel Utilization Efficiency (AFUE),EAN,Power Source,Number of Heat Settings,MPN,Year Manufactured,Material,Item Depth,Heating Element Format,Colour,Brand,Heating Element Material,BTU Heating Rating,Type,Control Style,Heating System,Voltage,Model,Area Covered,Features,Mounting Location,Operating Sound Rating,Power,UPC,Color,Cable Length,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,Location,ISBN,Timer Control,Power (W),Unit Type,Design,Voltage Supply,Energy Star,Package Contents,Custom Bundle,Modified Item,Style,Recommended Environment,Room,Heating Wattage,Unit Quantity,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,For Use With,Item Height,Country of Origin,Tonnage,Function,Heating Element,Installation,Number of Speed Settings,Plug Type,Size,SKU,Temperature Range,Timing Time,Use,Weight,Wind Speed,Application,Area Heated,Certification,Colors,Electric Heater Type,Width,Manufacturer,Item Weight,Smart Home Compatibility,Manufacturer Color,Heating BTU,Air Direction,Current Rating,Tube Size,Applications 1,Applications 2,Applications 3,Product Name,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Function3,Function4,Function5,Function6,Function7,Function8,Origin,Power Mode,Volume,Function1,Function2,Heating Method,Item Dimensions LxWxH,Heat Output,Wind Mode,Heater Size,ProductType,Prop65_fl,Prop65Warning,Heater Style,Power Type,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Number of Cool Speeds,Compressor Type,Length,Height,Heating appliance type,Operation mode,Rated voltage,Speed adjustment gear,Temperature setting,Timing function,Voltage (V),Air supply mode,Key Word,Key Word 2,Key Word 3,Key Word 4,Refrigerant,Video of unit turned on,ProductGroup,Battery Included,Bundle Description,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Motor Type,SHIPPING,RETURN,ITEM LOCATION,International buyers,Department,Binding,Studio,Publisher,ProductTypeName,PackageQuantity,NumberOfItems,Label,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Voltage:,Application area:,Model No.,Item model number,Product Dimensions,manufacturer_part_number,Shape,Dimension(ID*H),Power Tolerance,Product Weight (lb.),Power/Fuel Type,Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Cord Length (in.),Heating Technology Type,Amperage (amps),Room Size,Portable Heater Features,Certifications and Listings,Product Height (in.),Voltage (volts),Temperature,Wire Length,Function 1,Function 2,BTU Cooling Rating,Contents of the package,Power:,Gift,news,Offer,STORE,Refund,Return,Quality,Handling,Money Back,Ships from,cancel order ?,add to watchlist,orders outside USA,How to get great offer ?,Batteries Required?,Package Dimensions,Shipping Weight,item_width,item_length,Domestic Shipping,Size Type,Item name,Rated power,Power cord length,New Title,Assembled Width (in),Firebox Width (in),Assembled Height (in),Area Heated (Sq Ft),Power Connection,Mount Type,Color Family,Firebox Height (in),Included,Product Weight (lb),Assembled Depth (in),Firebox Depth (in),Heat Output (BTU/hour),Surround Material,Assembly Required,Total BTU,Heating Wire Material,Adjustable temperature,Applicable Area,Time Setting,Dimensions
New Vornado Whole Room Pivot Heater 2 Heat Settings #EH1-0168-06 1500W Black,48.95,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Electric,,,,,,,,Vornado,,,Portable Heater,,Forced Air/Fan,,EH1-0174-06,,,Floor,,,043765015025,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F273863 Indoor or Outdoor Steel Propane Regulator 3/8 Dia. in.,47.12,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",6.50,,,,4.00,,,,,,,,Steel,,,,Mr. Heater,,,Propane Regulator Kit,,,,Mr. Heater,,,,,,089301738638,Silver,,,,,,,,,,,,,,,,,,,,,F273863,,,,,9.25,,,,,,,,,,,,,,,,,,,,,B & K,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,California residents see Prop 65 WARNINGS: This pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado VH200 1500-Watt Electric Portable Space Heater Whole Room 1 SPEED ,47.95, , ,,,,,,,,,,"Fan, Electric",2,,2018,,,Coil,,Vornado,,,Portable Heater,"Dial, Rotary Knob, Switch, Touch, Analog/Mechanical",Forced Air/Fan,120 V,VH200,,"Auto Shut-off, Timer","Floor, Desk/Tabletop",,1001-1500 W,0043765013823,Black,72 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windmere Heat Pro Oscillating Fan Heater With Sensortronic 2 Settings 750 1500 W,, , ,,n/a,,n/a,n/a,n/a,,n/a,,Electric,2,does not apply,,Plastic (Resin),n/a,n/a,,Windmere,Ceramic,n/a,ceramic heater,Switch,Forced Air/Fan,120 V,3196,,Oscillation,"Freestanding for table, counter, etc.",,n/a,027043881403,Cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LASKO 1500W Ceramic Oscillating Tower Heater CT16511 *NO ORIG BOX - FREE SHIP*,45.99, , ,,,,,,,,,,,,,,,,,,LASKO,,,,,,,,,Oscillation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Pelonis/Del-Rain Corp Original Ceramic Space Heater Disc Furnace 1500 ,45.0, ,"['This heater is a little power house.  It\'s a 6"" cube that will heat up our 1964 Airstream Trailer (152 square feet).  It\'s well designed and well built.  It shuts off if tipped over.  It\'s all metal.  My only quibble is that it\'s a little loud (the fan), but that would not stop me from buying another.', 'Works great - small to medium room no problem. The older ones are better than new - too much plastic.', ""Best little heater you will ever buy. Don't let the size fool you. I use one of these in my 32ft travel trailer when it is cold rather than use my propane furnace and it keeps my whole trailer toasty. Between family we own a total of 4 of these. Would I buy again DEFINETELY!!!Beats the heck out of the crappy ones in the stores now!!"", 'This is my second one. The first one I bought it 30 years ago and still works wanders. Had to get another one', 'These vintage heaters work really well.. love it', 'Instant heat. Instant turn off if knocked over.  Compact.  Built when things were metal and built to last. ', 'That cliche of ‘they don’t make them like they use too~’ applies to this product.  Top quality through and through.', 'Works fine', 'These vintage Pelonis disc furnaces are the best!', 'All good.']","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",N/A,,N/A,N/A,,,N/A,,Electric,5 or More,N/A,,Ceramic,,Coil,,Pelonis,Copper,5000-5999 BTU,Portable Heater,"Dial, Rotary Knob, Switch",Furnace,120 V,1500 IV,100 sq ft or Less,Auto Shut-off,"Desk/Tabletop, Floor",Standard,1001-1500 W,,Brown,"72""",HomePlug,Unknown,none,,,N/A,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110V,1400W Silicone Heater Mat Pad For Printer Heated Bed Heating 500*500mm",,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Does Not Apply,,Silicone,,,,Unbranded,,,Heating Pad,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr Heater MH4B Little Buddy 3,800 BTU Heater F215100",50.0, ,"['Bought this for my weekend get always for camping. Just what I needed to keep my camper van nice and toasty.', 'Love this heater.  I have two of the buddy heaters but I like the size of this one though it doesn’t put out as much heat. ', 'Sturdy, safe, enough heat for small area, i.e. tent, ice shanty, etc.', 'THE BOTTOM REMOVABLE BASE IS NOT BIG ENOUGH', 'Great heater. Can be bought for less at local sporting goods store ', 'A great little heater', 'Provides amazing results in the small space of the car.', 'Great product works perfectly ', 'Great Price! Perfect!', 'Nice and good price']","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",10.38,,N/A,N/A,12.00,A+++ - G,Less Than 80%,,Propane,1,F215100,,METAL,N/A,Coil,,Mr. Heater,Copper,3000-3999 BTU,Portable Heaters,Push Button,Radiant,Not Electric,Mr. Heater MH4B,100 sq ft or Less,Auto Shut-off,Floor,N/A,Less Than 10 W,089301151000,Red,,,,,,,,,,,,A+++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indus-Tool CL-150 Under Desk Space Heater 150 Watt,45.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,,,,,,,INDUS-TOOL,,,,,Radiant,115 V,,,,,,150w,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MR HEATER All Purpose Torch kit 500,000 BTU/HR  Hand-Held propane snow melt",49.99,No returns, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,Propane,,,,,,,,MR HEATER,,500000 BTU,torch,,,Not Electric,Mr. Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space heater rolling compact 1500 watt oil filled radiator 120 V Costway CYAA437,49.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",8,,Na,Unknown,26 in,A+++ - G,NA,,Electric,4,See Photos,Unknown,Steel,6 in,Strip,,Costway,Stainless Steel,Na,Tower Heater,Dial,Infrared,See Photos,See Photos,351-400 sq ft,Wheels,Floor,None,1001-1500 W,Does Not Apply,Cream,,No,Unknown,Contact Them,,,No,,,,,A+++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,4-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater 12-Feet Hose/Regulator Assembly with Restricted Flow Soft Nose P.O.L.,46.61,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,Does not apply,,,Does not apply,,,,,,Mr. Heater,,,,,,,Does not apply,,,,,,089301730724,Black,,,,,,0089301730724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop Air Heater Portable Hot Blower Household Office Use Gift For Colleague,49.01,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",See description,,,,,,,,See description,See description,,,See description,,See description,,Unbranded,See description,See description,See description,See description,See description,See description,See description,See description,See description,See description,See description,See description,,,,,,,,,,,,,,See description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See description,See description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Whole Room Heater Open Box NEVER Used VH103 1500 Watts USA Cool Touch,49.99, , ,,,,,,,,,,Electric,,,,,,,,Vornado,,,Portable Heater,"Dial, Switch",,,,,,Floor,,,043765005484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Lasko Space Heater Ceramic New in Box ,45.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Electric,,,,Ceramic,,,,Lasko,,,Space Heater,,Convection,,,,,Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(4) INSTAWARM WALL OUTLET SPACE HEATER 400 WATTS AS SEEN ON TV GREAT CONDITION,47.95, , ,,4x6x3 in,,,,,,,,Electric,1,HEAT-MC12/4,2018,Plastic,,,,Handy Heater,,,Ceramic,"Digital,Touch,Switch, Switch, Push Button, Digital, Touch",Radiant,120V AC 60Hz,Handy Heater HEAT-MC12/4,"250 Sq. Ft, 250sq ft",Indoor,"Garage, Wall, Wall,Garage, Compact",Low,350W,0609786668352,Black,,Fan,,,,,12hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseboard Heater Cover Slip-On White Left Side Closed End Cap 18-Gauge Steel,46.19,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,0080687031795,,,EC001-LF,,,,,,Baseboarders,,,,,,,EC001-LF,,,,,,0080687031795,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifePlus Small Space Heater with Fan Ceramic PTC Room Heater with Thermostat ...,46.92,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,Does not apply,,,Does not apply,,,,,,LifePlus,,,,,,,Does not apply,,,,,,Does not apply,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08*7.08*17.7 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presto Heat Dish Parabolic Electric Heater Home Office Heater 1000 Watt 120 Volt,49.0, ,"[""I use this heater in my clinic and my patients absolutely love it. It's amazing how quickly it heats a room without air blasting or noise. It has a nice safety feature where it makes a horrible noise if it's tipping over (it only happens if I'm moving it when it's on). In fact several of my patients have gone out and bought their own for home. I should get a commission."", 'I have an old 1911 craftsman style house with no insulation.  My heating system is an outdated oil furnace.  As we all know the price of fuel is always fluctuating and seems like it is going to stay that way.  It costs me about $300.00 a month in the winter.  Which is ridiculous, especially when the heat just does not stay in the house for long.I needed a knew plan and changing out the heat system or insulating the house is not an option at this time.  So I went out and bought the presto heatdish.  It produces so much heat that during the winter I no longer had to heat the entire house to stay warm.  I would just carry the heatdish around with me, saving me hundreds of dollars month to month.  I had a few other electric heaters before I purchased this one and the difference is night and day.I  have had this heater for almost 3 years now and it still works as well as the day I purchased it.  It paid for itself in its first week work.  With as much use as this gets I would of expected it to burn out a while ago, but that is not the case.The drawbacks: It does not have an automatic turn off system if it were to fall over, but it does have an alarm that is unmistakably loud.   There is also a footlight that you cannot turn off or on, but you can just take out the lightbulb if that bothers you.Great product and highly recommended. Thanks for reading.', ""Proven, ancient technology that outperforms the daylights of newer, highly rated products. It's effective (heats the room quickly and thoroughly), efficient (only 1,000 watts), safe (automatic shut-off features), and built to last. Sometimes a product cannot be improved upon.  "", 'It gives off a good amount of heat but it has one big design flaw where the dish can not be tilted. This means the dish is in a fixed position which points into the air slightly. So if the surface you place it on is taller than you are while seated you will struggle to feel it. The safety tip over buzzer also prevents you from sliding something underneath it to tilt it yourself.', ""This is a wonderful heater.  I am a smoker and visit my family a lot.  I choose to smoke in the garage there and my sister in law bought this for me to use in the garage. It warms up quickly for the immediate area and it doesn't take long for the surrounding areas to warm up either. Once this gets going I don't even need a coat.  (Ohio area)  I have a house with very tall ceilings in the master bedroom and living area.  In the winter this little heater warms up quickly, even going right to the high setting.  I always have to turn it way back too.  I am widowed now and I don't need to keep the entire house warm, just where I am.  I do recommend this.  Oh, it is safe, if you move it at all when it is on you get a loud buzz sound!  If on the fence about it I would go with it."", 'Great price, lightweight, energy efficient. It has worked very well so far. The price was the best I found on Ebay. I think the design is very good. The shape of the dish plus the shiny interior helps it be much more efficient than a regular space heater. It gets very hot very fast. It also has a buzzer in case it tips over. A great all around heater to warm a person up fast.', ""These are fabulous heaters (radiant warmth, like the sun) and are in great condition.At first they didn't quite meet my needs, because I needed them to point straight ahead, whereas they are angled slightly upward and this is not adjustable. However, I set each heater on a slanted platform (which I made out of heavy cardboard), and now they meet my needs perfectly. (Parabolic heat dish heaters warm whatever is directly in front of them, within about, say, 15 feet.) You won't believe how much glowing warmth they put out!Also, Rob was great to do business with."", ""I live in a 1920's craftsman style house with poor insulation. This heater is wonderful and has allowed me to turn my thermostat down several degrees and still be comfortable here in Minnesota. I would give it 4 1/2 stars if I could because it is actually a little bit large to walk around in a small house with small rooms.  But that said, even set as low as it will go, it still puts out a lot of heat. In fact, I have to be careful not to put it in a room near my thermostat because the furnace will not come on at all if I do!  I have already recommended it to friends."", 'This heat dish pumps out heat so intensely it’s like a dryer for your cloths if sitting in front of it. I could feel it’s radiant heat from about 15ft away. Wayyyy better than other heat dish I had no contest. It does not oscillate and no remote only 2 features not on this probably because it is heavy duty. This is the best heat dish, look no further. ', ""I had a socially distanced bourbon tasting party for four on my back patio during January 2021 in Chicago. My neighbor had two of the Presto dishes so I ordered two more. Even though the evening's temperature dipped into the mid-20s, all four of us were completely comfortable sitting in our patio chairs with a our own Presto dish to keep us warm. The next day I ordered two more dishes to complete my set.""]","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",16.000,,1 gal or Less (5 L),3 or Less,18.000,,Less Than 80%,,Electric,3,1327704,2019,"Aluminum, Steel",,Coil,,Presto,Steel,2000-2999 BTU,space-heaters,"Dial, Switch, Push Button",Radiant,120 V,,451-500 sq ft,"Auto Shut-off, Timer","Floor, Wall, Desk/Tabletop, Cabinet",None,,0075741079172,Black,do not apply,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
