Title,Price,Sold,Reviews,Condition,Item Depth,Item Width,Energy Efficiency Rating,Tank Capacity,Operating Sound Rating,Energy Efficiency Ratio (EER),Item Length,EC Range,Annual Fuel Utilization Efficiency (AFUE),EAN,Power Source,Number of Heat Settings,MPN,Material,Heating Element Format,Colour,Brand,Heating Element Material,BTU Heating Rating,Type,Control Style,Heating System,Voltage,Model,Area Covered,Features,Mounting Location,Power,Year Manufactured,Country/Region of Manufacture,Manufacturer Warranty,Energy Star,Color,Custom Bundle,Height,UPC,Timer Control,Air Direction,Cable Length,Tonnage,Smart Home Protocol,Power (W),Manufacturer Part Number,Heating Method,Heat Output,Compressive strength,Power deviation,Cable length,Manufacturer Color,Heating Technology,Current Rating,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembly Required,Assembled Height (in),Total BTU,Wattage (watts),Cord Length (ft),Color Family,Heating Area (sq ft),Outdoor Living Product Type,Fuel Type,Assembled Width (in),Housing Material,Pack Size,Voltage (volts),Product Weight (lb),ISBN,Size,Room Coverage Area,Heating Wattage,Time Control,Refrigerant,Smart Home Compatibility,Room Size,Indoor/Outdoor,Portable Heater Features,Amperage (amps),Area Heated (Sq Ft),Product Depth (in),Heater Controls,Power/Fuel Type,Heater Type,Portable Heater Safety Features,Product Height (in),Cord Length (in),Product Width (in),Number of Items in Set,Firmness,Product,Department,Mount Type,Style,Room,Assembly Status,Set Includes,Weight,Heating Technology Type,Heating Product Type,Area Heated (Sq. Ft.),Suitable for Safe Rooms,Warranty,Wattage,Application,Certifications,Clearance,Maintained Operational Temperature,Recommended Environment,Remote Control,Product Type,Number of Burners,Is Electric,Assembled Product Dimensions (L x W x H),Count Per Pack,Count,Gender,Price Per Unit UOM,Variant Attribute Names,Number of Shelves,PPU Quantity of Units,Manufacturer,Age Group,Is Portable,Recommended Room,Piece Count,Multipack Quantity,Is Assembly Required,Power Type,Product Name,Home Decor Style,Seating Capacity,Number of Drawers,Global Brand License,Theme,Watts,Depth,Baseboard Heating Type,Certifications and Listings,Hydronic,Product Length (in),Thermostat,Vented,Heat rating (BTU/hour),Thickness,SHIPPING,RETURN,ITEM LOCATION,International buyers,Heating BTU,Location,Bundle Description,Item Height,Heater Style,Original/Facsimile,Author,Voltage / Wattage / Amperage,Poultry Species,Hatching Egg Breed,Built In Thermostat,Clearance to Combustible Materials,Product Color / Weight,Product Dimensions,Programmable Timer,Remote Control / In-Cord Switch,RESTOCK FEE,Item Weight,Power consumption,Product weight,Heater type,Fins width,Package includes,Oil volume,Power supply,Indoor/outdoor,Item model number,Batteries Required?,Country of Origin,Item Dimensions LxWxH,Number of Pieces,Included Components,Modified Item,sku,ProductType,Prop65_fl,Prop65Warning,ProductGroup,ProductTypeName,Recommended Location,Assembled Product Weight,SKU,Form Factor,Heating Element,Maximum Heat Power,Product Model,Timer,Noise Level,Number in Pack,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Assembled Height (Inches),Color/Finish Family,Heat Type,Cord Length (Inches),Use Location,Current Rating (Amps),Assembled Depth (Inches),Cool-Touch Housing,Tip-Over Safety Switch,Safety Listing,Design,Maximum Wattage,Display Type,Lowe's Exclusive,Control Type,Oscillation,ALCI Safety Plug,Energy Saving Setting,Maximum BTUs,Overheat Shut-Off,Manufacturer Color/Finish,Anti-Freeze Setting,Remote Control Included,Portable,Assembled Width (Inches),Supplemental Heating Area,Package Quantity,Series Name,CA Residents: Prop 65 Warning(s),Bundle Listing,Model No.,Accessory Type,Resistance Properties,Brand compatible,Cod. ETCO,Mark,UPC/GTIN Code,Mor Electric Heating SKU,Application/Usage,Area Coverage,Input Current,Input Voltage,Weight (Approximate),Actual Color,Feature,Origin,Patio Heaters Type,Binding,Studio,Publisher,PackageQuantity,NumberOfItems,Label,PackQty,Batteries Required,item_width,Max Weight Recommendation,item_length,Use,Price,Seller,Service,USA Shipping,Customer service,Shipping Exclusions,Number Of Heat Settings,OutOfStockControl,Width,ProductReferenceID,Length,Minimum Heat Power,Product Family,Product Line,Gift,Temperature,Heating power,Waterproof rating,PartNumber,Volume,Warranty Description,Import Designation,Finish Types,Is Discontinued By Manufacturer,Batteries,Material Care Instructions
Heating Pad 1200W 110V/220V Silicone Heater Electric Thermal Accessory,76.24,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,Does Not Apply,Silicone rubber,,,Unbranded,,,,,,,Heating Pad,,,,1200W,,,,,Orange,,,,,,,,,,,,,1500v / 5s,± 8%,200 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 5309 Electronic Oscillating Tower Heater Digital Controls,79.44,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,Does not apply,,,Does not apply,,,,Lasko,,,,,,,Does not apply,,,,,,,,,Silver 5309,,,885131264589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223019464378,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cute,Best,Funny,Girls,Kids,Boy,Girls",,,,,,,,,,,
Pedestal Tower 29 In. 1500-Watt Electric Ceramic Oscillating Space Heater with D,77.18,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,0313040340372,,2 Heat,,Plastic,,,Lasko,,,Does not apply,,,,,,,,,,,,,Gray,,,313040340372,,,,,,,,,,,,,,,,,,,,,,1500,,Grays,,,,,,,120,9,Does not apply,,,,,,,Medium,Indoor,"Digital Display,Oscillating,Remote Control,Thermostat,Timer",12.5,300,12,Electronic,Electric,Forced Air,"Auto Shut Off,Cool-to-the-Touch,Nonslip Base",29,72,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETL Listed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese Kotatsu Heater YKH-504HSP(KS) YUASA 100V 500W safty fuse Japan hv7#,78.94,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,4979966507044,Electric,,YKH-504HSP(KS),,,,YUASA,,,,,,100 V,,,,,,,,,,Black,,,4979966507044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yuasa prime scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remote Control Electric Digital Tower Heater Home Office Oscillating Timer Room,77.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,0726084042322,,2 Heat and 1 Fan,,Plastic,,,Hunter,,,Does not apply,,,,,,,,,,,,,Black,,,726084042322,,,,,,,,,,,,,,,,,,,,,,1500 W,,Blacks,,,,,,,120,6.51 lb,Does not apply,,,,,,,Small,Indoor,"Digital Display,Fan Included,Handle,Oscillating,Remote Control,Th",12.5 A,250,8.50 in,Electronic,Electric,,"Auto Shut Off,Cool-to-the-Touch,Nonslip Base,Tip-Over Safety Swit",30.00 in,72,8.15 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETL Listed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro Fusion QGW15-602 Over head Work Zone Heater 750/1500 W Ceiling Or Upper Wall,75.0, , ,,,,,,,,,,,,Electric,3,QGW15-602,Steel,,,Pro Fusion,,5120 BTU,Work Shop Heater,Pull Switch,Radiant,120 V,QGW15-602,,,Ceiling or Upper Wall Mount,1500 W,,,,,Black,,,045734667525,,,,,,,QGW15-602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Sq. Ft. Mini Electric Oscillating Heater Dual 750/1500 Watts Home Office,78.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,07445003613698,,,,,,,Does not apply,,,Does not apply,,,,,,,,,,,,,White,,,7445003613698,,,,,,,FH-101A,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACE TRADING - LIQI,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustech Electric Space Heater for Indoor Use 1500W Fast-heating 60°Oscillati...,77.66,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,Does not apply,,,Does not apply,,,,TRUSTECH,,,,,,,Does not apply,,,,,,,,,Black,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6937590201156,Portable Small Space Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko RC Ceramic Tower Heater,79.99, ,"['Great space heater.  I purchased it for my very large bedroom.   It did the job in no time.My only suggestion, though, is that the heater run only when in the room.  I made the mistake of running it all the time and my electric bill SKYROCKETED.After I got my bill, I realized what I did wrong and now I just run it when I am in the room.  It makes hardly any noise and swivels so it gets all sides of the room.  It is sleek looking and not very tall so can be placed in a corner without really being noticed.I highly recommend this space heater.  Compared with ones I have used in the past, it is quieter and more efficient.', ""It's a store return. and arrived without a remote. Fortunately, my old remote worked on this.Works well, heats well, rotates. All good. Makes a little noise, however.(store return?)But good price, and should be good for a few winters."", ""I live in an old house and it gets drafty when it's 20 or below out.  This little heater safely keeps my kids room comfy.  I also take it in my camper to supplement the propane heater when we're at campgrounds"", ""Works great, it's in a large room, heats up in about 20m..in an hour, you'll need to shlasco heaterut it off..."", 'I love this heater. The Lasko 5521 was a great purchase. We use it to keep an upstairs bedroom comfortable at night when the furnace temperature is lowered. It works fantastically. I really like the auto temperature setting. I would definitely purchase this product again and recommend it to friends. It is a great value!', 'its ok! -   it   does what we were told ( just a bit cheap but so was the price )', ""I HAD THIS PRODUCTS ABOUT SIX MONTHS.WHEN POWER ON ITS VERY QUICKLY WARM UP THE ROOM.YOU ALSO RUN THIS HEATER AS SELF TIMER ON WITH REMOTE CONTROL SWITCH.SO, YOU DON'T NEED TO MOVE YOURSELF UP TO CHANGE TEMPERATURE HI LO OR SHUTT OFF THE HEATER . HANDY REMOTE CONTROL WILL DO IT FOR YOU.AND GREAT MONEY SAVINGS ALSO,IT ONLY VERY LESS ELECTRICITY.OVER ALL IT IS VERY GOOD."", 'I purchased the heater because I wanted to heat a smaller area. It works perfectly! I think it was one of the best purchases on ebay. I plan on purchasing another one , thats how pleased I am. All around great experience!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",7.25 in,"7.25in., 7.25 in",,,Quiet,,23 in,,,0046013761088,"2 Levels, Gasoline, Electric",3,"LASKO5521, 5521","Ceramic,Plastic, Ceramic, Plastic, Matte",,,Lasko,,5000-5999 BTU,"Ceramic, Tower Heater","Switch, Remote Control, Digital, Electronic, Remote Control,Switch,Digital",Convection,120 V,5521,201-250 sq ft,"Handle, Timer, Digital Thermostat, Thermostat,Remote Control,Timer,Oscillating, Digital thermometer and timer. , Remote control ceramic tower heater with 2 quiet comfort settings , Remote control , 1500 Watts, Thermostat,Timer, Digital Thermostat,Oscillating, 7hr. Timer, Oscillation,Thermostat,Timer,Handle,Digital Display, Thermostat Handle, 1500W Output, Oscillation, Remote Control, Heater, Indoor, Portable, Timer,Remote Control,Oscillating, Digital Display, Programmable, Oscillating,Remote Control,Thermostat,Timer, 1500W Output, 7hr. Timer, Oscillating, Programmable Thermostat, Oscillating, Programmable Thermostat",Radiator,"900-1500W, 1500W / 900W",,,3 Years,,"Silver, Gray",No,,0046013761088,7 Hours,,6 ft,,Ceramic,,,,,,,,,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeTR Portable Space Heater 1500 Watt Forced Air Heater with Ceramic Heater El...,78.84,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,Does not apply,,,Does not apply,,,,HETR,,,,,,,Does not apply,,,,,,,,,Red,,,697453911429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0697453911429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cute,Best,Funny,Girls,Kids,Boy,Girls",,,,,,,,,,,
3 Element 1500W Quartz Infrared LED Display Electric Portable Room Space Heater,79.96,Sale benefits charity, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",7.5in,9.8 in,,,51-60 dB,,18 in,A+++ - G,,,Electric,3,Does Not Apply,"Aluminum, Steel",Coil,,ZOKOP,Copper,5000-5999 BTU,Portable Heater,"Push Button, Remote Control, Switch",Infrared,,HT-1075,101-150 sq ft,"Portable, LED Display, 3 Heat setting, Over Heat Safety, Auto Shut-off, Oscillation, Timer","Desk/Tabletop, Floor",1001-1500 W,2021,China,1 Year,1 Star,Black,No,,,12 hrs,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4Kg,,,,,,,,ELT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50~90°F/ 10~32°C,,,,,,,,,,
"Heater Brand new Indoor/Outdoor , Hanging Electric Patio Heater 1500W Adjustable",80.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,,Does Not Apply,,,,Unbranded,,,,,Infrared,,,,,Wall,,,,,,Black,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600W/1500W,IP44,,,,,,,,
Trustech Electric Space Heater for Indoor Use 1500W Fast-heating 60°Oscillati...,75.27, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,Does not apply,,,Does not apply,,,,TRUSTECH,,,,,,,Does not apply,,,,,,,,,Black,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6937590201156,Portable Small Space Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater 1500W Quick Heat Electric Heater with Thermostat Oscillating 90°...,77.12,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,Does not apply,,,Does not apply,,,,None,,,,,,,Does not apply,,,,,,,,,BLACK,,,701063678532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0701063678532,170*170*370mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater - Portable Electric Heater with Remote Control Fast-heating Ceramic,78.44, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Electric,,Does not apply,Ceramic,,,tectake,,,Portable Heater,Remote Control,,,,,,,,,,,,White,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BreezeWell B1803Y 1500W 3S Fast Heating PTC Ceramic Electric 32"" Space Heater",79.99,30-day returns, ,,,,,,,,,,,,Electric,,,,,,BreezeWell,,,Tower Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone Radiant Heater 1500W Tip-Over Safety Switch Wheels Digital Display,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,0075877209702,"Oil, Electric",2 Heat,CZ9010BK,Steel,,,comfort zone,,,Portable Oil Filled Radiator,Digital,,120 V,Comfort Zone CZ9010,,,,1001-1500 W,,,,,Black,,,0075877209702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DESA INTERNATIONAL KEROSENE SPACE HEATER LONG IGNITOR - OEM#PP201 - NEW PART,76.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Kerosene,,PP201,Ceramic,,,Desa,,,Torpedo,Rotary Knob,Forced Air/Fan,120 V,ASSORTED,,,Floor,,,United States,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSORTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Storm HS-1500-OTR Infrared Heater 1500-watt,77.26, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,Does not apply,,,Does not apply,,,,Heat Storm,,,,,,,Does not apply,,,,,,,,,Heater Only,,,793573053657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0793573053657,1500-watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseboarders Basic Series 3 Ft. Galvanized Steel Easy Slip-On Baseboard Heater,79.26,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,Standard,,,,100%,0080687031849,Electric,3,BC001-36,Steel,,,Baseboarders,Steel,,Baseboard Heater,,Panel,,,,,Baseboard,,,Canada,,,White,,,0080687031849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
