Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,Compressive strength,Power deviation,Cable length,Color,Location,UPC,Country/Region of Manufacture,Timer Control,Smart Home Protocol,Shape,Mounting,Modified Item,Modification Description,Item Weight,Indoor/Outdoor,Heat Range Diameter,Fuel Type,Custom Bundle,Bundle Description,Assembly Required,Size,Style,Year Manufactured,Cable Length,Manufacturer Part Number,ItemWidth,ItemLength,ItemHeight,Energy Star,Room Size,Product Depth (in),Portable Heater Features,Wattage (watts),Color Family,Area Heated (Sq Ft),Heater Controls,Heater Type,Product Width (in),Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),ISBN,Refrigerant,Air Direction,Heating Method,Item Dimensions LxWxH,Smart Home Compatibility,Manufacturer Warranty,Tonnage,PRICE,USE,Handling Time,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Satisfaction,Add To Watchlist,Customer Service,International Shipping,We Dont Accept PO BOX,Heating Wattage,Heater Style,Recommended Environment,Time Control,Room Coverage Area,Noise Level,Manufacturer Color,Height,Width,Assembled Product Dimensions (L x W x H),Power Type,Recommended Location,Assembled Product Weight,Manufacturer,Product Name,Thickness,Heating Product Type,Heating Technology Type,Heat Output,Heat rating (BTU/hour),Pack Size,ITEM HEIGHT,Current Rating,Global Brand License,Home Decor Style,Is Electric,Is Pet Friendly,Theme,Price Per Unit UOM,Count Per Pack,Finish,Number of Burners,Seating Capacity,Is Portable,Number of Drawers,Recommended Room,Count,Age Group,Color Category,Recommended Use,Gender,Actual Color,PPU Quantity of Units,Number of Shelves,Piece Count,Mount Type,Multipack Quantity,Is Powered,Maximum Room Size,Heating Element Type,Cord Length,Plug Type,SKU,Country of Origin,Depth,Form Factor,Input Voltage,Maximum Heat Power,Product Model,Timer,Weight (Approximate),Resistance Properties,Protection Properties,PackQty,Power (W),Oscillating / Non-Oscillating,Phase,Amps AC,kW,NEMA Plug Configuration,Manufacturers Warranty Length,BtuH Output,Safety Features,Hz,NumberOfItems,Watts,BTU Cooling Rating,Number of Cool Speeds,ProductType,Prop65_fl,Prop65Warning,Compressor Type,Origin,Certification,Model Number,Assembled Depth (in),Color/Finish,Patio Heater Type,Assembled Height (in),Heating Area (sq ft),Total BTU,Housing Material,Assembled Width (in),Outdoor Living Product Type,Gift,Shipping,Binding,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,Label,Item model number,Warranty Description,Product Dimensions,Batteries Required?,Length,Is Discontinued By Manufacturer,Heating power,Waterproof rating,manufacturer_part_number,Model No.,Product,Size Type,Bundle Listing,Heating BTU,Batteries Required,package_length,Pattern Name,Cooling Method,Restricted States,Item,Includes,Weight,For Use With,Number of Batteries,Battery Size,Battery Included,Motor Type,Battery Capacity,Battery Life,Voltage Type,Voltage Range,Volume,Import Designation,Department,Finish Types,Number of Pieces,Included Components,item_width,item_length,Compatible Brand,Compatible Model,Connectivity,Stove Type Compatibility,Installation,Memory Card(s) Supported,Playable Media Format,Maximum Magnification,Fan,Heat Settings,Its for,Unit Quantity,Return,Bulb Type,Mount Location,Tax,Number of Elements,Product Length (in),Package,Prop 65,Overall Width,Collection,TAX,Returns,Handling Time:,Questions,ASIN,Thermostat,Baseboard Heating Type,Hydronic,Vented
Lasko Digital Ceramic Tower Heater  CT32791,82.55, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,,Tower Heater,,,,Ceramic,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermablaster RE5000FS 15000 BTU Propane Infrared Portable Heater,80.54,30-day returns,"['easy to hook up and use. puts out great heat even on low. used for camping but would be great for home/office emergency as well. hook this up tp 20lb tank', 'light easy lite great extra for fish house.', 'Heater works well. Lights well.seems to be rather efficient while in use.', 'Economical heat for your shop..Really puts out the heat.', 'Works good. Excellent heater.', 'good value ', 'works good', 'Works great. Great price and fast delivery.', ""it does what it's supposed to do heats well""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Thermablaster,Propane,Portable Heater,Infrared,"Floor, Desk/Tabletop",,"Ceramic, Steel",1,Rotary Knob,,,,,,,Steel,100%,Standard,15000-15999 BTU,,,RE5000FS,4.1-5,,,,,,,,,,,,,Black,,Does not apply,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,
DeLonghi TRLS0715EL 120 BTU 1500W Oil Filled Electric Air Heater - Black,85.0, ,"['This is my third delonghi oil-filled heater. The other ones I had lasted 18 to 20 years.  I expect this new one will also have a long life.', 'Although I just received my heater, it seems just perfect! Keeps me warm and will help with my electric  bill. It is a great value too.', 'Great however you hav to use both hands to make changes. needs a remote', 'It works.', 'Never rec’d the heater.  ', 'Love it']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",De'Longhi,Electric,,Radiant,Floor,,,3,Digital,DeLonghi TRLS0715EL,120 V,Timer,,1001-1500 W,Strip,,,,,151-200 sq ft,,TRLS0715EL,,,,,,,,,,,,,,Black,,,,24 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Outdoor Patio Heater, Luwior 1500W Electric Infrared Heater LWIH001 New",84.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Luwior,Electric,Outdoor Heater,,,,,,,LWIH001,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,000 BTU Portable Radiant Propane Heater Therma-blaster with Adjustable Head",81.23,30-day returns,"['easy to hook up and use. puts out great heat even on low. used for camping but would be great for home/office emergency as well. hook this up tp 20lb tank', 'light easy lite great extra for fish house.', 'Heater works well. Lights well.seems to be rather efficient while in use.', 'Economical heat for your shop..Really puts out the heat.', 'Works good. Excellent heater.', 'good value ', 'works good', 'Works great. Great price and fast delivery.', ""it does what it's supposed to do heats well""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Thermablaster,Propane,Portable Heater,Infrared,"Floor, Desk/Tabletop",,"Ceramic, Steel",1,Rotary Knob,,,,,,,Steel,100%,Standard,15000-15999 BTU,,,RE5000FS,4.1-5,,,,,,,,,07445002015059,,,,Black,,7445002015059,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeLonghi HMP1500-6A Black Electric Powered 1500 W Micathermic Panel Heater,84.99, , ,,De'Longhi,Electric,Portable Heater,Micathermic,Desk/Tabletop,,N/A,N/A,Rotary Knob,HMP1500-6A,120 V,Portable,,1500 W,Strip,N/A,N/A,N/A,N/A,N/A,N/A,Does not apply,N/A,N/A,N/A,N/A,,,,,,,,,,Black,,Does not apply,China,N/A,N/A,,,,,,,,,No,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,1-Way,,,N/A,None,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond 1500W Portable 2 in 1 or Wall Mounted Heater,80.0, , ,,Diamond Products,Electric,Portable Heater,Convection,"Floor, Wall",,,3,Rotary Knob,,120 V,,,1001-1500 W,,,,,,151-200 sq ft,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hood for Smudge Pot, Orchard Heater, Return Stack Heater, Universal Fit",84.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BroanNutone 605RP Exhaust Fan Heater Combo White Ventilation Bathroom 1300 W,80.26, , ,,Broan-NuTone,Electric,Inline,,,,Steel,1,,605RP,120 V,,,,,,,,,,11.890,605RP,,,19.020,,,9.490,,,,0784891344084,,,,White,,0784891344084,,,,,,,,12.6,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Opened manufacturer Packaging.,,,,,,,,,,,,
Ceramic Space Tower Heater with Timer 950W/1500W Electric Portable Heater wit...,82.71,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",TEKcians,,,,,,,,,Does not apply,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,,,,Tall,,677222644437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0677222644437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cute,Best,Funny,Girls,Kids,Boy,Girls",Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW Dual Amaze Double Convection Heater Panel - Wall Mount Heater 24x24 400 Watt,84.95,Last item available, ,,Unbranded,,,Panel,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado - Velocity 3R Whole Room Heater - EH1-0160-43,80.0,6 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Vornado,Electric,,,Floor,,,,,Vornado Velocity,,,,,,,,,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14"" Metal Ceiling Mount 1500W Quartz Electric Space Heater Halogen Work Light",82.95,6 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Comfort Zone,,Utility Heaters,,,,,,,,120V,,,,,,,,,,,TCCZQTV5M,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500W,,,,,,,14-3/8 inch,,,,,,,,,,,5120 Btu/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quartz Heat,6 foot,3 Prong Grounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93 pound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-1/4 inch,,,,,,,,,,
Tall Tower 1500-Watt Electric Ceramic Oscillating Space Heater with Digital and,80.74, ,"['Very nice heater!  It oscillates back and forth and keeps a pretty constant temperature in a medium sized space.  The remote works well and I am happy with this purchase', 'This little ceramic heater is wonderful!  It is loaded with features including oscillating and has a remote control with it.  It works like a charm very quietly and automatically according to the thermostat control.  I highly recommend this space heater!', ""My office is in the lower level of the house which is naturally colder than the rest of my home. Rather than heat up the whole house to warm this one room this Lasko heater does a terrfic job of keeping me comfortable even on the coldest days.It's quiet, efficient, and just does the job."", 'heats up a room quickly and quietly.... well made verses the earlier models..', 'Took for ever to warm a sun room of 10 x 12, than it didnt even bring it up to 70 degrees, was on most of the day. .  heat output was not that good. Will never purchase anyone. Price was way to much for the quality of how well it worked.', ""Couldn't find a more inexpensive excellent quality space heater. Just ordered another!"", 'Solid model. Quiet does the job well. Worth the buy.', 'Good products. Thanks.', 'I received mine in the mail turned it on only lasted one day and stopped working. Do not recommend this product at all to anyone']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,,Convection,,,Ceramic,2,"Digital, Touch, Remote Control",,120 V,Timer,,,,,,,,,,5586,,,,,,,,,,Does not apply,,,,Gray,,0046013764737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dayton 3Vu33 Portable Electric Jobsite & Garage Heater, 1500/1300, 120V Ac",82.7,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Dayton,Electric,Heating Equipment > Heaters & Furnaces > Electric Heaters & Acces,,,,,,,3VU33,N/A,"Portable Electric Jobsite & Garage Heater, NEMA Plug Configuration 5-15P, Overall Height 16 in, Overall Length 16 in, Overall Depth 10 in, Overall Width 8 in, Voltage 120V AC, 1 Phase, Wattage Output 1.3kW/1.5kW, Air Temp. Rise 170 Degrees F, Housing Finish Powder Coated, Housing Color Gray, White, Housing Material Steel, Heating Method Fan Forced, Heating Capacity 4436/5118 BtuH, Amperage 10.8A/12.5A, Air Flow 100 cfm, Frequency 60 Hz, Thermal Overheat Protection Manual Reset",,,,,,,,,8.460,3VU33,,8.460,11.220,,,,,,,,,,,N/A,,190735294628,CN,,,,,,,,,,,No,No,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 year,,,,,,,,,,,,,,,,,,,,,,,,,8.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.220,,,,,,,,,,,,,,,,,7.14,,N/A,N/A,No,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Velocity 5 Whole Room 1500-Watt 5118 BTU Electric Space Fan Heater Furna,84.95,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Vornado,Electric,Portable Heater,Forced Air/Fan,"Floor, Desk/Tabletop",,Aluminum,2,"Dial, Touch",Velocity 5,120 V,"Auto Shut-off, Timer",,20 W,Coil,Copper,Less Than 80%,11-20 dB,5118,101-150 sq ft,9in.,EH1016106,,7.5 in,7.5in.,,,,,,,,,,,Black,,0043765014554,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko CC23161 Motion Heat Whole Room Ceramic Heater - Black,80.0, ,"['Great for heating individual rooms, with many features such as a preset temperature on/off setting, oscillation both side to side and up &amp; down, and 3 fan speeds for the heat. It is relatively quiet. We now own three after a great experience with the first. The remote is a bit strange in that you must hit the power button on it first to awaken it.', ""Great small room heater. Bought this unit to replace an old Lasko for heating up my office. It works great, and includes a remote control so you don't have to leave your desk to change the heat setting, airflow direction, etc. Has a handy small door near the bottom front that opens and allows you to vacuum the filter.Highly recommend!"", 'We Love our Heater,it rotation is back an forth vent fans also work up an down,Will heat a Good size room,we,re happy.', 'Very easy to use and gives off good heat.', 'Heats our motorhome nicely.', 'it works just fine']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Tower Heater,Convection,"Floor, Cabinet",,"Ceramic, Steel",3,"Switch, Remote Control, Push Button, Digital, Touch",CC23161,120 V,"Auto Shut-off, Timer, Oscillation",,1500 W,,Stainless Steel,Less Than 80%,None,,251-300 sq ft,,CC23161,3 or Less,CC23161,,,,,,,,,,,,Black,,0046013777768,,8 hrs,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,4-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COVER for ROUND BASE STAND UP SPACE HEATER Outdoor Standup Deck Patio VERANDA,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Classic Accessories,,Stand Up Heater Cover,,,,Polyester,,,Round Base Stand Up Heater Cover,,See Features section of ITEM DESCRIPTION,,,,,,,,,,73112,,,,,,,,,,,,,,Beiges,,052963731125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veranda,,,,,,,,,
6405 Space Heater Designer Oscillating Gold,81.52,30-day returns,"[""I previously had one of these heaters and actually heated most of my home with it.  The new one I purchased seems to be just as good so far.  I love the fact that it's beautiful and looks like part of the furniture.  My only complaint is that you can't select a temperature range in low heat.  Selecting a temperature range automatically puts it into high heat."", 'Perfect for 200 to 300 Sq foot area. Nice design. Fits in perfectly with my decor. I really like that you can set the temperature that is comfortable and forget it. It has been perfect for a room that has been a bit chilly in the winter months. Highly recommend 👌 ', ""I love this heater, it heats up a 12x10 room quickly and it's whisper quiet.  I would give it 5 stars but...since it's digital, it only allows you to choose temps in increments of 5 degrees.  70 degrees is just a bit chilly while 75 degrees is a little too warm.  So far though it hasn't gone below freezing out yet, so who knows, it may work out when it's 40 below zero outside."", 'This heater is terrific.  Love the hi and low settings.  Oscillating features is great.  Highly recommend!!', ""I'm glad I bought this heater, just in time for these sub-zero temps. we've been having here in the mid-west. My home is almost 100 years old, and has steam heat. The down stairs gets quite chilly when the temperature drops below 20 degrees. This has been a real help warming it, without having to constantly wearing a sweater. "", 'I look at these units as money savers. There’s no point in turning on the heater for the whole house when you just need to heat yourself in a small area.', 'The Lasko Designer Series 1500 Watt Ceramic Electric Portable Heater has sleek lines and looks good in any room.  The thermostat works perfectly and it really produces the heat you require.  I highly recommend this heater.  We now have two of them.  Great product.', 'because a friend bought one &amp; she loved hers as i do mine just wish it came with a remote other wise its just awesome &amp; dosent take long to heat my apt', 'Build quality is excellent and it heats like crazy. However there is an internal overheat protection which seemed to kick-in too aggressively especially if something is blocking the air-flow. Then you have to unplug and wait for 10min for it to reset and start.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,,,,,Ceramic,2,Touch,Lasko 6405,120 V,"Timer, Oscillation",,,,,,,,,,6405,,,,,,,,,,0046013766236,,,,Brown,USA,0046013766236,,,,,,,,,,,,,,,Designer Oscillating Heater,,,,,,,,,,,,,,,,,,,,,,,,,,0046013766236,,,,,,,,,,,,,,FREE FAST SHIPPING WITHIN US,,,,,,"Professional Service, We Will Solve Any Problem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX FREE,30 Day Money-Back Guarantee Handling,Up to 5 Business Days (Usually same day),ASK SELLER,,,,,
